Pais,Growth Manager,Marca,Sucursal,App,Mes,Visitas,Conversión,Ordenes,Ventas,Recompra,NPS,Disponibilidad,Órdenes con Demora (%),Órdenes Canceladas (%),Tiempo de Preparación
Argentina,Juanchi,MARCA B,Devoto,Pedidos Ya,1 dic 2024,709,0.9596,680,15104177.5,,4.5,0.9971,0.9596,0.0072,12
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 mar 2025,5411,0.124,671,15570465,0.5887,4.15,0.9998,,0.0015,
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 nov 2024,5973,0.111,663,15995185,0.6244,4.5,0.9968,,0,
Argentina,Juanchi,MARCA B,Urquiza,Pedidos Ya,1 ene 2025,776,0.8532,662,15469152,,4.6,0.9966,0.8532,0.0015,18
Argentina,Juanchi,MARCA B,Urquiza,Pedidos Ya,1 feb 2025,5507,0.1202,662,16456186,,4.5,0.984,0.1202,0.0015,17
Argentina,Juanchi,MARCA B,Recoleta,Pedidos Ya,1 mar 2025,6322,0.1044,660,14047039,,4.5,0.9927,0.1044,0,10
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 oct 2024,6248,0.105,656,14567925,0.7485,4.5,0.9978,,0.0015,
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 nov 2024,4879,0.132,644,14961247,0.6708,4.15,0.9871,,0.0016,
Argentina,Juanchi,MARCA B,Recoleta,Pedidos Ya,1 dic 2024,658,0.9625,633,12897113.75,,4.5,0.9953,0.9625,0.0031,10
Argentina,Juanchi,MARCA B,Devoto,Pedidos Ya,1 mar 2025,5408,0.1165,630,14778047,,4.6,0.9781,0.1165,0.0031,13
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 ago 2024,4992,0.122,609,12587690,0.7274,4.25,0.9853,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 ago 2024,8233,0.073,601,12503610,0.6356,4.2,0.9969,,0,
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 oct 2024,4656,0.128,596,12820520,0.7148,4.15,0.9929,,0,
Argentina,Juanchi,MARCA B,Belgrano,Pedidos Ya,1 feb 2025,4743,0.1225,581,13421734,,4.6,0.9914,0.1225,0.0051,15
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 dic 2024,4184,0.136,569,12999110,0.6661,3.8,0.9979,,0.0035,
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 abr 2025,4991,0.114,569,13923117,0.5747,4.05,0.9982,,0,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 sept 2024,5895,0.095,560,11584830,0.7429,4.65,0.9963,,0,
Argentina,Juanchi,MARCA B,Belgrano,Pedidos Ya,1 ene 2025,613,0.9122,559,12867718,,4.6,0.9945,0.9122,0,15
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 feb 2025,4528,0.123,557,12817730,0.6338,3.9,0.9998,,0.0018,
Argentina,Juanchi,MARCA B,Recoleta,Pedidos Ya,1 feb 2025,5127,0.1065,546,12391520.5,,4.5,0.9818,0.1065,0.0018,11
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 dic 2024,4382,0.123,539,13513200,0.6178,4.55,0.981,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 sept 2024,6439,0.082,528,10553195,0.661,4.15,0.9998,,0,
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 mar 2025,3801,0.136,517,11581735,0.7021,4.45,0.9861,,0.0019,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 oct 2024,3806,0.134,510,10976065,0.7725,4.25,1,,0,
Argentina,Juanchi,MARCA B,Devoto,Pedidos Ya,1 feb 2025,4839,0.1054,510,12056688.5,,4.6,0.9853,0.1054,0.0019,13
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 may 2025,5895,0.086,507,15338901,0.6272,4.5,0.9975,,0.0059,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 mar 2025,4395,0.114,501,11404585,0.6687,4.55,0.9919,,0.002,
Argentina,Juanchi,MARCA B,Devoto,Pedidos Ya,1 ene 2025,532,0.9204,490,11318624.5,,4.5,0.9891,0.9204,0.002,12
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 mar 2025,6263,0.076,476,10770595,0.5525,4.75,0.9977,,0.0021,
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 abr 2025,3291,0.141,464,13136356,0.7306,4.35,0.9963,,0,
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 ene 2025,4346,0.104,452,11264505,0.5088,4.47,0.9962,,0,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 abr 2025,4252,0.103,438,11210766,0.7055,4.35,0.9993,,0.0023,
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 feb 2025,3391,0.128,434,9453830,0.6866,4.6,1,,0.0023,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 oct 2024,5697,0.076,433,9104000,0.6559,4.1,1,,0.0023,
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 may 2025,4105,0.105,431,12121568,0.6984,4.4,0.9966,,0.0023,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 feb 2025,4538,0.091,413,9040520,0.5617,4.55,0.9923,,0,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 nov 2024,4162,0.099,412,10189090,0.6917,4.45,0.9906,,0,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 may 2025,4206,0.097,408,11471951,0.7206,4.5,1,,0.0049,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 abr 2025,5130,0.077,395,9833433,0.6025,4.4,1,,0,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 feb 2025,3757,0.103,387,9130315,0.6848,4.25,1,,0.0026,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 may 2025,5984,0.064,383,11047855,0.5901,4,0.9933,,0.0026,
Argentina,Juanchi,MARCA B,Recoleta,Pedidos Ya,1 ene 2025,410,0.9333,383,8703670,,4.5,0.9894,0.9333,0,12
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 dic 2024,3544,0.103,365,9189390,0.6904,4.19,0.9981,,0,
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 ene 2025,3103,0.117,363,9607695,0.6804,4,0.993,,0,
Argentina,Juanchi,MARCA B,Belgrano,Rappi Turbo,1 jun 2025,5931,0.058,344,9683245,0.3081,4,0.9909,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 nov 2024,4971,0.068,338,8294675,0.6243,4.37,0.9998,,0,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 ene 2025,3443,0.097,334,8393285,0.6437,4.32,0.9991,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 dic 2024,4113,0.08,329,8175820,0.5562,3.8,0.9969,,0,
Argentina,Juanchi,MARCA B,Belgrano,Rappi,1 jun 2025,2752,0.101,278,8743850,0.6619,4.39,0.9956,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 ene 2025,4109,0.064,263,6291500,0.5856,4.33,0.996,,0,
Argentina,Juanchi,MARCA B,Belgrano,Rappi Turbo,1 may 2025,4207,0.058,244,6379558,0.2951,3.75,0.9772,,0.0082,
Argentina,Juanchi,MARCA B,Urquiza,Rappi,1 jun 2025,3738,0.065,243,7569373,0.6955,4.8,1,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi,1 jun 2025,4404,0.047,207,6153549,0.6232,4.75,1,,0.0048,
Argentina,Juanchi,MARCA B,Devoto,Rappi,1 jun 2025,2628,0.078,205,6506769,0.7366,4.7,0.9981,,0,
Argentina,Juanchi,MARCA B,Belgrano,Rappi Turbo,1 abr 2025,1676,0.111,186,4438310,0.3441,4.5,0.9985,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi Turbo,1 may 2025,3854,0.048,185,4477306,0.3189,4.5,0.9926,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi Turbo,1 abr 2025,2883,0.06,173,4103995,0.3353,4.22,1,,0,
Argentina,Juanchi,MARCA B,Urquiza,Rappi Turbo,1 jun 2025,2491,0.053,132,3552150,0.3712,4.36,0.9853,,0,
Argentina,Juanchi,MARCA B,Urquiza,Rappi Turbo,1 may 2025,1397,0.078,109,2877622,0.4128,4.43,0.9958,,0.0183,
Argentina,Juanchi,MARCA B,Devoto,Rappi Turbo,1 jun 2025,2326,0.043,100,2912464,0.32,5,0.9974,,0,
Argentina,Juanchi,MARCA B,Devoto,Rappi Turbo,1 may 2025,3708,0.024,89,2261026,0.3146,4.17,0.9974,,0,
Argentina,Juanchi,MARCA B,Devoto,Rappi Turbo,1 abr 2025,1554,0.056,87,2097010,0.2989,5,1,,0,
Argentina,Juanchi,MARCA B,Urquiza,Rappi Turbo,1 abr 2025,791,0.11,87,1956230,0.4023,5,0.9933,,0,
Argentina,Juanchi,MARCA B,Recoleta,Rappi Turbo,1 jun 2025,2297,0.037,85,2111183,0.2588,3.78,1,,0,
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 jul 2024,7074,0.188,1330,21119692.5,,4.6,0.9924,0.188,0.0015,25
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 jul 2024,6283,0.191,1200,22215875,0.6725,4.4,0.9863,,0.0025,
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 ago 2024,9511,0.1185,1127,16888602,,4.6,0.9931,0.1304,0.0009,11
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 ago 2024,6762,0.164,1109,21749400,0.6979,4.35,0.985,,0.0009,
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 jul 2024,8290,0.1304,1081,14924474.5,,4.6,0.9889,0.1304,0,13
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 sept 2024,7559,0.127,960,19093030,0.6958,4.75,0.9908,,0.001,
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 oct 2024,5541,0.172,953,16119470,0.7429,4.95,0.9929,,0,
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 ago 2024,5103,0.185,944,15517429,,4.6,0.9859,0.188,0.0021,23
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 jul 2024,6627,0.1337,886,13778926,,4.7,0.9652,0.1337,0.0011,23
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 abr 2025,6913,0.126,871,17489403,0.7348,4.35,0.9963,,0,
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 sept 2024,8011,0.1066,854,13813047,,4.6,0.9983,0.1066,0.0012,10
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 ago 2024,5490,0.143,785,14775485,0.6803,4.25,0.9922,,0,
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 ago 2024,6141,0.1275,783,13079323,,4.7,0.9897,0.1337,0.0062,22
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 oct 2024,7263,0.1067,775,13781819,,4.5,0.9986,0.1067,0.0025,10
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 sept 2024,7083,0.109,772,15781970,0.6036,4.45,0.994,,0,
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 oct 2024,5421,0.1413,766,14145558,,4.6,0.9942,0.1413,0,20
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 sept 2024,5149,0.1478,761,13508685,,4.6,0.9985,0.1478,0,21
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 oct 2024,6003,0.1261,757,14202323.5,,4.6,0.9941,0.1261,0.0065,18
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 may 2025,5919,0.1235,731,13878560,,4.6,0.9742,0.1235,0.0066,13
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 sept 2024,5572,0.1285,716,12552218,,4.7,0.9864,0.1285,0.0055,21
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 abr 2025,6022,0.1164,701,11209027.1,,4.6,0.992,0.1164,0,9
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 jul 2024,4698,0.149,700,13002890,0.6371,4.15,0.9877,,0.0014,
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 nov 2024,7066,0.0961,679,11990461,,4.4,0.9969,0.0961,0.0015,10
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 oct 2024,4849,0.139,674,11764775,0.7433,4.35,0.9978,,0,
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 ago 2024,5106,0.1318,673,10197060.5,,4.5,0.9794,0.1212,0,15
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 abr 2025,5110,0.1313,671,12288613.5,,4.6,0.9874,0.1313,0,13
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 may 2025,5203,0.128,666,16248734,0.7102,4.2,0.9962,,0,
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 may 2025,6958,0.095,661,11222248.5,,4.5,0.9843,0.095,0.0015,9
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 abr 2025,5615,0.117,657,12806750,0.6804,3.8,0.997,,0,
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 nov 2024,6031,0.1086,655,12702585,,4.6,0.997,0.1086,0,17
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 may 2025,6183,0.104,643,11621084.5,,4.6,0.9863,0.104,0.0031,13
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 nov 2024,4125,0.1542,636,12207933.5,,4.6,0.9927,0.1542,0.0046,19
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 oct 2024,6033,0.1036,625,11237252,,4.5,0.9994,0.1036,0.0016,15
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 feb 2025,6100,0.1023,624,12302647.75,,4.6,0.9869,0.1023,0.0063,10
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 ene 2025,732,0.8346,611,11902090.5,,4.5,0.9925,0.8346,0.0016,15
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 jun 2025,6862,0.087,597,15090157,0.7504,3.6,1,,0.0034,
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 jul 2024,4917,0.1212,596,8870430.5,,4.5,0.9841,0.1212,0.0033,15
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 ago 2024,5239,0.113,592,10912470,0.6571,4.3,0.9969,,0,
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 dic 2024,5575,0.106,591,13030820,0.753,4.6,0.9979,,0,
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 mar 2025,6082,0.097,590,14034761,0.7119,4.61,0.9873,,0.0017,
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 sept 2024,5505,0.107,589,9739645,,4.4,0.9956,0.107,0.0017,17
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 abr 2025,4709,0.1221,575,9805371.9,,4.7,0.9928,0.1221,0.0017,13
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 dic 2024,629,0.9125,574,10795625.75,,4.5,0.9922,0.9125,0.0051,10
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 jul 2024,4480,0.127,569,9734180,0.6063,4.25,0.9499,,0,
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 feb 2025,5547,0.1015,563,11172312,,4.7,0.9953,0.1015,0.0018,14
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 jun 2025,5708,0.0967,552,11357907.25,,4.5,0.9751,0.0967,0,13
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 feb 2025,4613,0.119,549,11612770,0.7486,4.75,1,,0,
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 jun 2025,5846,0.0922,539,11616647.9,,4.5,0.9818,0.0922,0.0018,11
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 ene 2025,649,0.8245,535,10924785.75,,4.5,0.9929,0.8245,0.0037,13
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 nov 2024,6132,0.0866,531,10198989.5,,4.5,0.9912,0.0866,0,15
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 may 2025,5696,0.092,524,11867061,0.6851,4.15,0.9973,,0,
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 ene 2025,588,0.8686,511,8911161,,4.4,0.9918,0.8686,0.0058,11
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 abr 2025,4893,0.103,504,10099705,0.7044,4.6,1,,0,
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 nov 2024,3276,0.152,498,11478995,0.8072,4.33,0.9871,,0,
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 jun 2025,5077,0.0969,492,10862868.05,,4.5,0.9784,0.0969,0,14
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 oct 2024,4405,0.111,489,8499520,0.6912,4.3,1,,0,
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 dic 2024,4067,0.119,484,10623360,0.7645,4.35,0.9808,,0,
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 may 2025,4559,0.1042,475,8756851.5,,4.5,0.9913,0.1042,0.0042,14
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 feb 2025,5297,0.0891,472,9336453.5,,4.6,0.9931,0.0891,0.0042,13
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 jun 2025,5541,0.085,471,11643647,0.7006,4.25,0.9947,,0.0021,
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 jun 2025,4612,0.1004,463,10369657,,4.5,0.9854,0.1004,0,13
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 ene 2025,560,0.823,461,9653181.75,,4.7,0.9955,0.823,0.0043,16
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 dic 2024,518,0.888,460,9270160.25,,4.6,0.9968,0.888,0.0022,17
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 feb 2025,3797,0.1209,459,9663101.25,,4.5,0.9988,0.1209,0.0043,15
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 mar 2025,4978,0.091,453,10337267,,4.6,0.9945,0.091,0.0085,13
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 mar 2025,5349,0.0845,452,9317568.75,,4.6,0.9955,0.0845,0.0128,10
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 abr 2025,3309,0.1366,452,8800428.3,,4.5,0.9885,0.1366,0.0065,14
Argentina,Juanchi,MARCA C,Urquiza,Rappi,1 ene 2025,4891,0.092,450,10604440,0.7067,4.15,0.9929,,0.0022,
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 dic 2024,485,0.9133,443,8697253.75,,4.5,0.9754,0.9133,0.0022,16
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 dic 2024,483,0.9031,436,8533152.25,,4.6,0.9976,0.9031,0.0023,14
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 abr 2025,3850,0.107,412,8172425,0.7087,4.59,0.9993,,0,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 oct 2024,3513,0.115,404,6734475,0.7252,4.44,1,,0,
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 mar 2025,3664,0.11,403,10181306,0.6923,4.41,0.9998,,0,
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 nov 2024,2714,0.147,399,9366955,0.8095,4.25,0.9952,,0.0025,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 ago 2024,3743,0.105,393,7487075,0.6921,4.25,0.9871,,0.0025,
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 feb 2025,3679,0.106,390,9255395,0.6872,4.5,1,,0.0026,
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 mar 2025,3811,0.1018,388,9011258.5,,4.6,0.9833,0.1018,0.0075,14
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 jul 2024,3354,0.113,379,6747640,0.6332,4.45,0.9983,,0,
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 sept 2024,3287,0.115,378,7950000,0.6614,4.7,0.9909,,0,
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 may 2025,4821,0.078,376,8523984,0.6809,4.35,0.9938,,0.0027,
Argentina,Juanchi,MARCA C,Belgrano,Rappi,1 ene 2025,3413,0.109,372,8077680,0.6909,4,0.9961,,0.0027,
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 jun 2025,6607,0.056,370,9091525,0.7108,4.28,0.9998,,0,
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 mar 2025,3650,0.1,365,8906173,0.6603,4.45,0.9942,,0,
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 dic 2024,4360,0.075,327,7158785,0.6911,4,0.9837,,0,
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 mar 2025,3558,0.0905,322,6551345.5,,4.6,0.9869,0.0905,0.012,12
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 sept 2024,2524,0.124,313,6431620,0.7572,4.25,0.9965,,0,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 jun 2025,5439,0.057,310,8006575,0.7065,4.35,0.9984,,0.0032,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 may 2025,3646,0.082,299,6548215,0.689,4.25,0.9998,,0,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 dic 2024,3062,0.097,297,6460635,0.7104,4.07,0.9981,,0,
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 feb 2025,3114,0.088,274,6039910,0.708,4.75,0.9923,,0,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 ene 2025,3453,0.075,259,5652975,0.695,3.82,0.9989,,0,
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 nov 2024,2782,0.087,242,5946715,0.7479,3.25,0.9998,,0.0041,
Argentina,Juanchi,MARCA C,Recoleta,Rappi,1 ene 2025,3013,0.078,235,5827740,0.7319,3.08,0.9988,,0.0043,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 mar 2025,2568,0.088,226,5507838,0.6903,4.57,0.9917,,0.0044,
Argentina,Juanchi,MARCA C,Belgrano,Rappi Turbo,1 jun 2025,3508,0.059,207,4237600,0.2609,4.25,0.9914,,0.0048,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 feb 2025,2174,0.092,200,4083050,0.755,4.72,1,,0,
Argentina,Juanchi,MARCA C,Devoto,Rappi,1 nov 2024,1970,0.101,199,4406225,0.8291,4.5,0.9903,,0,
Argentina,Juanchi,MARCA C,Belgrano,Rappi Turbo,1 may 2025,2894,0.047,136,2952861,0.2647,3.71,0.9964,,0,
Argentina,Juanchi,MARCA C,Belgrano,Rappi Turbo,1 abr 2025,1694,0.072,122,2612085,0.1885,2.83,0.9993,,0,
Argentina,Juanchi,MARCA C,Urquiza,Rappi Turbo,1 may 2025,1921,0.063,121,2604462,0.3223,4.88,0.9863,,0.0165,
Argentina,Juanchi,MARCA C,Devoto,Rappi Turbo,1 may 2025,2487,0.039,97,1720996,0.1753,5,0.9986,,0.0103,
Argentina,Juanchi,MARCA C,Devoto,Rappi Turbo,1 abr 2025,1736,0.053,92,1548520,0.2717,5,1,,0,
Argentina,Juanchi,MARCA C,Urquiza,Rappi Turbo,1 jun 2025,2195,0.041,90,1830460,0.3444,4.2,1,,0.0111,
Argentina,Juanchi,MARCA C,Urquiza,Rappi Turbo,1 abr 2025,1123,0.073,82,1516690,0.3537,5,0.9978,,0,
Argentina,Juanchi,MARCA C,Devoto,Rappi Turbo,1 jun 2025,2419,0.031,75,1327208,0.2933,3.33,0.9974,,0,
Argentina,Juanchi,MARCA C,Recoleta,Rappi Turbo,1 may 2025,2704,0.027,73,1217882,0.2877,4.56,0.9933,,0.0137,
Argentina,Juanchi,MARCA C,Recoleta,Rappi Turbo,1 abr 2025,1868,0.038,71,1420365,0.2535,4.8,0.9993,,0,
Argentina,Juanchi,MARCA C,Recoleta,Rappi Turbo,1 jun 2025,2923,0.013,38,570614,0.3421,5,0.9993,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 ago 2024,2728,0.1543,421,6150729,,4.5,0.997,0.1357,0,15
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 ago 2024,2448,0.1687,413,6414579,,4.4,0.9921,0.1519,0,20
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 jul 2024,2377,0.1519,361,5458068.5,,4.4,0.9786,0.1519,0,21
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 ago 2024,1571,0.184,289,4280084.5,,4.5,0.9879,0.1272,0,27
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 sept 2024,2960,0.0929,275,4611696.5,,4.5,0.9994,0.0929,0,14
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 sept 2024,1851,0.1464,271,4114259,,4.6,0.9988,0.1464,0.0037,24
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 jul 2024,1990,0.1357,270,3787547,,4.5,0.9956,0.1357,0,18
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 ago 2024,1658,0.1496,248,3470727.5,,4.5,0.9848,0.1151,0.004,18
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 sept 2024,2084,0.1075,224,3927303,,4.4,0.9947,0.1075,0,19
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 jul 2024,1772,0.1151,204,2877494.5,,4.5,0.9923,0.1151,0,19
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 feb 2025,1967,0.091,179,4252021,,4.6,0.9985,0.091,0,13
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 may 2025,2390,0.0749,179,4609604.5,,4.5,0.9925,0.0749,0.0109,14
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 nov 2024,1755,0.0946,166,3321267,,4.5,0.9971,0.0946,0,17
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 abr 2025,1672,0.0969,162,3984534,,4.4,0.9985,0.0969,0,14
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 ene 2025,186,0.8662,161,4101792,,4.5,0.9999,0.8662,0,15
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 mar 2025,1587,0.0989,157,4143387.5,,4.6,1,0.0989,0.0124,13
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 oct 2024,2317,0.0656,152,3075896,,4.5,0.9975,0.0656,0,13
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 oct 2024,1402,0.1077,151,3328092.5,,4.6,0.9936,0.1077,0,23
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 jul 2024,1164,0.1272,148,2186306,,4.5,0.9969,0.1272,0,28
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 oct 2024,1649,0.0861,142,2906981.5,,4.4,0.9956,0.0861,0,17
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 nov 2024,2683,0.0518,139,3159476.5,,4.6,0.9995,0.0518,0,13
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 may 2025,1710,0.0813,139,3509743.5,,4.4,0.9871,0.0813,0,16
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 ene 2025,158,0.844,133,3457735.5,,4.6,0.9957,0.844,0,19
